Applicant_ID,Name,Age,Education,Employment_Type,Employment_Years,Dependents,Marital_Status,Annual_Income,Monthly_Expenses,Existing_Loans,Existing_EMI,Savings_Balance,Asset_Value,Credit_Score,Credit_History_Years,Previous_Default,Number_of_Credit_Accounts,Late_Payments,Loan_Amount_Requested,Loan_Term_Months,Loan_Purpose,Monthly_Income,DTI_Ratio,Loan_to_Income,Disposable_Income,Loan_Status,Default_Status
APP_02280,Kimberly Hutchinson,27,Postgraduate,Self-Employed,7,2,Married,476442,9664,3,16219,145153,2079215,693,1,1,6,2,513258,120,Vehicle,39703.5,40.85,1.077,13820.5,Rejected,1
APP_02281,Jenny King,46,Graduate,Salaried,18,2,Single,532923,13403,1,7802,143661,1121390,688,23,0,5,0,691912,24,Vehicle,44410.25,17.57,1.298,23205.25,Approved,0
APP_02282,David Reyes,48,Graduate,Self-Employed,12,0,Single,615513,10437,4,23081,206585,1456306,693,21,0,5,0,1006892,12,Vehicle,51292.75,45.0,1.636,17774.75,Rejected,1
APP_02283,Ryan Wilson,64,Graduate,Salaried,35,3,Married,779595,23952,4,29234,292879,2827146,729,12,0,4,1,863965,60,Personal,64966.25,45.0,1.108,11780.25,Approved,0
APP_02284,Donald Ingram,23,Graduate,Contract,2,2,Married,343144,8061,3,12867,50560,758863,623,1,1,4,3,378888,84,Education,28595.33,45.0,1.104,7667.33,Rejected,1
APP_02285,Billy Harris,65,Graduate,Self-Employed,18,4,Single,750641,29271,2,28149,210656,2546764,655,21,0,5,1,510425,60,Medical,62553.42,45.0,0.68,5133.42,Rejected,0
APP_02286,Kathleen Hansen,55,Graduate,Self-Employed,12,4,Married,820603,22909,4,30772,467606,3743733,719,5,0,3,1,360953,84,Personal,68383.58,45.0,0.44,14702.58,Approved,0
APP_02287,James Smith,40,Postgraduate,Business Owner,18,1,Single,599348,26085,0,0,143101,2406458,624,5,1,8,5,800584,120,Home,49945.67,0.0,1.336,23860.67,Rejected,1
APP_02288,William Daniels,49,Postgraduate,Salaried,19,1,Married,726191,33270,2,27232,50671,1721511,685,16,0,7,3,317628,24,Business,60515.92,45.0,0.437,13.92,Approved,1
APP_02289,Nicole Ingram,49,Graduate,Self-Employed,5,3,Married,724959,18090,0,0,293959,2448104,526,6,1,6,6,132097,120,Education,60413.25,0.0,0.182,42323.25,Rejected,1
APP_02290,Mark Kidd,48,Graduate,Salaried,24,0,Single,673501,12665,3,25256,257104,1570264,752,18,0,1,0,656343,48,Personal,56125.08,45.0,0.975,18204.08,Approved,0
APP_02291,Timothy Davis,35,High School,Salaried,3,4,Single,731226,19295,2,13308,346339,1797160,669,4,0,3,3,1093472,120,Vehicle,60935.5,21.84,1.495,28332.5,Approved,1
APP_02292,Dennis Jackson,56,Postgraduate,Self-Employed,33,4,Married,548993,21941,4,20587,187103,992908,616,11,0,1,1,763227,12,Personal,45749.42,45.0,1.39,3221.42,Rejected,1
APP_02293,James Haley,27,Graduate,Salaried,0,4,Single,601921,27048,0,0,20741,1945011,778,4,0,3,0,875446,36,Vehicle,50160.08,0.0,1.454,23112.08,Approved,0
APP_02294,Kristine Turner,56,Graduate,Salaried,6,0,Married,878744,21107,4,32952,224439,2313049,510,9,0,8,1,437088,84,Home,73228.67,45.0,0.497,19169.67,Rejected,0
APP_02295,Raymond Garcia,39,High School,Salaried,8,0,Single,703637,29366,0,0,253508,1819428,624,2,0,4,5,730857,84,Personal,58636.42,0.0,1.039,29270.42,Rejected,1
APP_02296,Keith Rocha,21,High School,Business Owner,1,3,Married,1271580,57032,1,9774,353846,6085818,654,3,0,8,2,878433,60,Business,105965.0,9.22,0.691,39159.0,Approved,1
APP_02297,Tracey Leon,57,High School,Business Owner,13,0,Married,1162058,24900,3,33327,319445,4419741,679,5,0,7,1,1607409,84,Business,96838.17,34.42,1.383,38611.17,Rejected,1
APP_02298,Carolyn Martin,28,Graduate,Business Owner,5,4,Single,1160760,45360,4,43528,311464,1017171,642,10,1,1,3,1135135,24,Personal,96730.0,45.0,0.978,7842.0,Rejected,1
APP_02299,Kevin Davila,35,Graduate,Business Owner,14,1,Married,812056,20819,4,30452,240184,2131300,679,16,1,6,1,334653,24,Home,67671.33,45.0,0.412,16400.33,Rejected,1
APP_02300,Chad James,63,Postgraduate,Salaried,16,2,Married,610327,15771,1,17733,267723,1048035,724,18,0,8,0,892149,24,Vehicle,50860.58,34.87,1.462,17356.58,Approved,0
APP_02301,David Blair,53,Diploma,Salaried,32,0,Single,602085,16032,1,3666,166907,1408012,722,11,0,3,0,429156,48,Business,50173.75,7.31,0.713,30475.75,Approved,0
APP_02302,Jessica Serrano,25,Graduate,Salaried,3,0,Single,274559,8813,2,10295,57402,357192,739,1,0,8,0,340920,60,Personal,22879.92,45.0,1.242,3771.92,Rejected,0
APP_02303,Cameron Carpenter,40,Graduate,Salaried,17,4,Married,770102,21601,4,28878,228289,2625493,633,18,0,4,3,569629,48,Home,64175.17,45.0,0.74,13696.17,Rejected,0
APP_02304,Brandon Martin,34,High School,Salaried,3,0,Married,793207,23401,1,4863,76204,1638759,522,16,0,3,0,1131072,36,Personal,66100.58,7.36,1.426,37836.58,Rejected,0
APP_02305,Bianca Brady,49,Graduate,Contract,15,3,Married,471236,10988,1,12007,114961,1076424,621,3,0,1,2,686798,120,Vehicle,39269.67,30.58,1.457,16274.67,Rejected,0
APP_02306,Aaron Brown,51,Graduate,Contract,0,0,Single,563597,19828,1,7930,178552,1390131,615,20,0,4,5,479744,120,Education,46966.42,16.88,0.851,19208.42,Rejected,0
APP_02307,John Adams,35,Graduate,Business Owner,12,4,Married,927714,29655,2,18246,127844,1448851,598,15,1,4,1,415911,120,Vehicle,77309.5,23.6,0.448,29408.5,Rejected,1
APP_02308,David Barrett,65,Graduate,Salaried,6,2,Single,691614,22109,2,16564,284890,2054394,704,8,1,7,0,431901,36,Vehicle,57634.5,28.74,0.624,18961.5,Approved,1
APP_02309,Joyce Bishop DDS,52,Graduate,Salaried,20,3,Single,1100522,20464,3,25059,231449,3379313,704,15,0,2,3,958673,120,Home,91710.17,27.32,0.871,46187.17,Approved,0
APP_02310,Robert Ball,64,Graduate,Salaried,12,1,Single,514312,19171,1,11076,208332,1340473,631,18,0,7,2,352635,36,Business,42859.33,25.84,0.686,12612.33,Approved,1
APP_02311,Haley Reyes,27,High School,Salaried,2,2,Single,729065,13760,0,0,227458,606756,754,1,0,4,0,281001,36,Education,60755.42,0.0,0.385,46995.42,Approved,0
APP_02312,Kelly Stephens,43,Graduate,Salaried,22,2,Married,656577,20898,2,22714,310970,1849198,598,6,1,8,1,469518,60,Vehicle,54714.75,41.51,0.715,11102.75,Rejected,1
APP_02313,Amanda Carter,46,Postgraduate,Salaried,24,1,Married,548743,20475,1,11573,71845,1875120,850,24,0,6,0,363832,36,Personal,45728.58,25.31,0.663,13680.58,Approved,0
APP_02314,Crystal Harrison,21,Graduate,Salaried,0,3,Single,329553,5602,4,12358,79854,334998,815,3,0,2,0,392150,120,Business,27462.75,45.0,1.19,9502.75,Approved,0
APP_02315,Michelle Graham,58,Diploma,Business Owner,10,3,Married,1523546,38197,4,37018,246416,2015316,661,4,0,1,2,1911736,120,Education,126962.17,29.16,1.255,51747.17,Approved,0
APP_02316,Amy Bailey,56,Graduate,Salaried,16,0,Married,371497,15110,2,13931,52477,710609,595,15,0,8,5,539840,24,Medical,30958.08,45.0,1.453,1917.08,Rejected,1
APP_02317,Charles Mcgee,41,Postgraduate,Salaried,6,4,Married,1187790,35828,1,5528,358441,2992257,594,3,1,6,3,1153212,120,Home,98982.5,5.58,0.971,57626.5,Rejected,1
APP_02318,Jason Johnson,61,Graduate,Salaried,6,2,Married,869371,22904,2,15022,225579,2537819,737,24,0,7,3,524783,24,Vehicle,72447.58,20.73,0.604,34521.58,Rejected,0
APP_02319,Sabrina Norman,25,Graduate,Business Owner,5,0,Married,916405,37587,4,34365,231421,2334350,662,7,0,3,0,947475,60,Medical,76367.08,45.0,1.034,4415.08,Approved,0
APP_02320,Michael Acosta,23,Postgraduate,Self-Employed,1,1,Single,771144,34664,0,0,175250,923996,820,4,0,8,0,603301,36,Personal,64262.0,0.0,0.782,29598.0,Approved,0
APP_02321,Joshua Manning,49,Graduate,Salaried,14,3,Married,489295,19729,1,15779,77142,880614,818,2,0,7,1,417329,84,Home,40774.58,38.7,0.853,5266.58,Approved,0
APP_02322,Amy Mcgee,65,Graduate,Salaried,12,1,Married,375770,8981,1,12321,24919,1953659,668,5,0,7,0,161209,48,Medical,31314.17,39.35,0.429,10012.17,Approved,0
APP_02323,Richard Moran,57,Graduate,Salaried,7,4,Married,423419,10174,4,15878,210591,742377,625,13,1,5,6,352598,12,Vehicle,35284.92,45.0,0.833,9232.92,Rejected,1
APP_02324,Gary Reynolds,22,Postgraduate,Business Owner,2,2,Married,1286528,22831,3,28592,226594,5115303,767,4,0,3,1,1555353,12,Education,107210.67,26.67,1.209,55787.67,Approved,0
APP_02325,Timothy Welch,62,Postgraduate,Salaried,17,4,Married,582832,25723,2,21856,207000,1683826,696,4,0,6,2,772570,36,Home,48569.33,45.0,1.326,990.33,Rejected,1
APP_02326,Jason Pierce,53,Graduate,Self-Employed,32,4,Single,879036,22747,0,0,195980,4196192,704,7,0,5,4,1342421,60,Home,73253.0,0.0,1.527,50506.0,Approved,0
APP_02327,Tyler Campbell,42,Diploma,Salaried,11,1,Single,474544,10453,4,17795,282296,722810,664,11,0,8,2,392879,12,Personal,39545.33,45.0,0.828,11297.33,Rejected,0
APP_02328,Melissa Rodriguez,49,Postgraduate,Business Owner,15,2,Single,967223,33304,2,11710,424506,3473654,679,8,0,8,0,450917,24,Medical,80601.92,14.53,0.466,35587.92,Approved,0
APP_02329,Samuel Lambert,29,Graduate,Self-Employed,8,1,Married,569472,16409,3,21355,212842,680616,684,9,0,1,3,279802,36,Education,47456.0,45.0,0.491,9692.0,Rejected,1
APP_02330,Nicole Hess,40,Postgraduate,Self-Employed,9,1,Married,804039,31650,2,28312,159959,1837257,647,12,1,3,1,751431,84,Medical,67003.25,42.25,0.935,7041.25,Rejected,1
APP_02331,Joy Ford,45,High School,Business Owner,22,2,Married,1130678,33521,2,21375,431384,3156357,696,18,0,3,3,855252,24,Personal,94223.17,22.69,0.756,39327.17,Approved,0
APP_02332,Frances Cameron,44,Graduate,Contract,6,2,Married,629324,19553,3,23599,229865,206744,793,24,0,3,0,987238,36,Home,52443.67,45.0,1.569,9291.67,Approved,0
APP_02333,Veronica Chandler,43,High School,Business Owner,17,2,Single,601522,19083,1,7294,306220,1660370,612,16,0,3,2,244647,60,Vehicle,50126.83,14.55,0.407,23749.83,Rejected,0
APP_02334,Amanda Crawford,41,Graduate,Business Owner,12,1,Married,1312270,59453,4,41726,238478,2247785,708,8,0,3,1,1930609,24,Business,109355.83,38.16,1.471,8176.83,Rejected,0
APP_02335,Shannon Ortiz,22,Diploma,Salaried,0,1,Married,651313,29745,1,14642,217653,1277904,593,4,0,8,5,763145,48,Vehicle,54276.08,26.98,1.172,9889.08,Rejected,1
APP_02336,Elizabeth Graves,43,Graduate,Contract,17,2,Married,514744,9202,2,19302,44890,1597840,670,14,0,5,4,324344,12,Medical,42895.33,45.0,0.63,14391.33,Rejected,0
APP_02337,Matthew Gibson,40,Postgraduate,Salaried,14,1,Married,656993,16673,1,7583,157209,1410855,770,2,0,5,0,787872,120,Business,54749.42,13.85,1.199,30493.42,Approved,0
APP_02338,Mr. Tyler Patel III,62,High School,Business Owner,8,2,Married,1132390,26419,4,39663,426475,2168078,850,13,0,6,0,975852,24,Home,94365.83,42.03,0.862,28283.83,Approved,0
APP_02339,Phyllis Taylor,32,Graduate,Contract,9,2,Married,252464,10945,3,9467,95139,586467,730,14,0,3,0,93766,12,Vehicle,21038.67,45.0,0.371,626.67,Approved,0
APP_02340,James Greene,38,Graduate,Contract,9,3,Married,216918,8288,1,8134,91525,1063601,850,12,0,3,2,176674,36,Medical,18076.5,45.0,0.814,1654.5,Approved,1
APP_02341,Christina Baldwin,60,Postgraduate,Salaried,6,1,Married,573582,16282,2,20920,201541,1506840,648,6,0,3,3,777087,24,Personal,47798.5,43.77,1.355,10596.5,Rejected,1
APP_02342,Joshua Johnson,23,Graduate,Salaried,3,0,Single,681714,18319,4,25564,343513,1536782,737,5,1,6,1,572890,84,Personal,56809.5,45.0,0.84,12926.5,Rejected,0
APP_02343,Kevin Price,27,Graduate,Salaried,1,3,Married,672573,17783,1,10714,304455,2429842,834,6,0,8,0,470323,36,Medical,56047.75,19.12,0.699,27550.75,Approved,0
APP_02344,Emily Bell,27,Diploma,Salaried,5,1,Married,372420,15841,2,13965,81069,565465,827,1,0,3,0,326097,12,Home,31035.0,45.0,0.876,1229.0,Approved,0
APP_02345,Eric Hill,21,Graduate,Contract,0,0,Single,430968,9591,3,16161,138033,815794,749,2,0,8,0,115302,84,Personal,35914.0,45.0,0.268,10162.0,Approved,0
APP_02346,Mary Goodman,31,Graduate,Self-Employed,4,0,Single,458229,16271,0,0,235198,1342057,767,4,0,8,0,445388,84,Business,38185.75,0.0,0.972,21914.75,Approved,0
APP_02347,Zachary Phillips,28,Graduate,Contract,5,3,Married,428566,14641,3,16071,200126,625642,752,5,1,7,1,334615,84,Personal,35713.83,45.0,0.781,5001.83,Rejected,0
APP_02348,Mrs. Jessica Cox DDS,60,Graduate,Self-Employed,22,0,Married,718803,29128,4,26832,426644,2449256,789,3,0,1,0,50000,24,Vehicle,59900.25,44.79,0.07,3940.25,Approved,0
APP_02349,Edward Flores,46,Graduate,Salaried,1,2,Married,381829,17091,4,14318,226436,639135,681,25,0,4,3,514140,120,Business,31819.08,45.0,1.347,410.08,Rejected,1
APP_02350,Joel Waters,47,High School,Contract,6,0,Married,757046,16705,1,10723,325759,1778707,716,15,0,2,0,899869,36,Home,63087.17,17.0,1.189,35659.17,Approved,0
APP_02351,Jonathan Mitchell,37,Graduate,Contract,14,4,Married,558092,17714,1,16685,41742,1666615,609,2,0,2,3,694196,84,Personal,46507.67,35.88,1.244,12108.67,Rejected,1
APP_02352,Lorraine Powell,43,Graduate,Salaried,4,1,Married,714912,15494,0,0,253450,1585339,698,5,0,1,1,464671,48,Education,59576.0,0.0,0.65,44082.0,Approved,0
APP_02353,William Hancock,22,Postgraduate,Self-Employed,0,1,Married,984000,42587,2,11042,276224,2969835,799,3,0,3,0,1015710,36,Home,82000.0,13.47,1.032,28371.0,Approved,0
APP_02354,Katherine Williamson,52,Diploma,Salaried,10,0,Married,760470,27688,0,0,159950,2180576,695,13,1,1,2,348397,48,Personal,63372.5,0.0,0.458,35684.5,Rejected,1
APP_02355,Linda Reid,35,Graduate,Business Owner,8,0,Single,755933,32552,1,6995,140837,2848512,758,13,0,2,0,743808,60,Personal,62994.42,11.1,0.984,23447.42,Approved,0
APP_02356,Randall Cooper,25,Graduate,Business Owner,1,3,Single,1472254,39484,4,33730,652760,4148165,660,3,0,1,0,1023861,84,Business,122687.83,27.49,0.695,49473.83,Approved,0
APP_02357,Charles Freeman,44,High School,Salaried,2,1,Single,754495,18618,3,28293,204336,906673,643,24,1,1,1,217577,60,Home,62874.58,45.0,0.288,15963.58,Rejected,0
APP_02358,Christopher Stewart,65,Diploma,Salaried,29,2,Single,640464,12856,0,0,118105,1422122,522,21,1,2,0,329263,48,Vehicle,53372.0,0.0,0.514,40516.0,Rejected,0
APP_02359,Kelly Davis,60,Graduate,Salaried,10,1,Single,503674,17807,3,18887,73944,1611856,510,5,1,3,1,176580,60,Personal,41972.83,45.0,0.351,5278.83,Rejected,1
APP_02360,Matthew Hicks,54,Graduate,Self-Employed,5,1,Married,331700,13693,2,12438,99378,686321,692,6,0,7,1,292144,48,Personal,27641.67,45.0,0.881,1510.67,Rejected,0
APP_02361,Tara Shepherd MD,27,Graduate,Salaried,1,2,Married,691943,25078,0,0,329533,2841956,685,1,0,3,0,440447,12,Personal,57661.92,0.0,0.637,32583.92,Approved,1
APP_02362,Randall Conway,32,High School,Business Owner,1,0,Married,1133681,49154,3,31104,317927,3056181,718,2,0,7,2,924770,24,Business,94473.42,32.92,0.816,14215.42,Approved,0
APP_02363,Julie Allen,37,Graduate,Salaried,2,3,Single,574332,10448,4,21537,62398,1413275,723,19,0,2,1,243276,12,Medical,47861.0,45.0,0.424,15876.0,Rejected,1
APP_02364,Nicole Bowen,59,Postgraduate,Self-Employed,13,3,Single,877126,32315,2,25584,388984,1541332,522,13,0,3,3,1179267,12,Personal,73093.83,35.0,1.344,15194.83,Rejected,1
APP_02365,Ashley Robinson,53,Graduate,Salaried,25,2,Married,793600,28725,2,22524,10000,2129726,665,15,0,2,4,613901,12,Business,66133.33,34.06,0.774,14884.33,Approved,0
APP_02366,William Adams,21,Graduate,Salaried,1,0,Married,572625,23624,3,21473,172380,1697055,669,1,0,2,0,879864,24,Home,47718.75,45.0,1.537,2621.75,Rejected,1
APP_02367,Johnny Bowman,31,Graduate,Contract,4,1,Married,524288,17946,3,19660,191425,1161938,751,7,0,8,0,721931,36,Vehicle,43690.67,45.0,1.377,6084.67,Approved,0
APP_02368,Brittany Lawson,37,High School,Salaried,6,4,Married,647531,13514,2,22730,193730,1116334,661,2,0,1,1,955538,24,Business,53960.92,42.12,1.476,17716.92,Approved,0
APP_02369,Jasmine Rivera,43,Graduate,Business Owner,12,2,Single,1447436,54322,4,36004,247055,1365393,715,19,0,8,0,2174288,12,Personal,120619.67,29.85,1.502,30293.67,Approved,0
APP_02370,Sarah Meyers,36,Graduate,Business Owner,6,4,Single,922744,25176,3,34602,144467,1765047,649,18,0,2,4,775590,120,Medical,76895.33,45.0,0.841,17117.33,Rejected,1
APP_02371,Debra Douglas,56,High School,Salaried,31,0,Single,778339,29089,4,29187,317484,1990699,608,7,0,6,0,731059,60,Business,64861.58,45.0,0.939,6585.58,Rejected,1
APP_02372,Julia West,27,Graduate,Salaried,3,2,Single,440600,15292,2,16522,76566,374969,607,6,0,7,4,278423,60,Vehicle,36716.67,45.0,0.632,4902.67,Rejected,1
APP_02373,Brandi Ferguson,21,High School,Salaried,0,3,Married,774560,27923,3,27951,202964,708444,807,3,0,8,0,270838,60,Home,64546.67,43.3,0.35,8672.67,Approved,0
APP_02374,Laura Riley,22,Postgraduate,Salaried,0,0,Married,649819,17060,1,12014,147521,1342521,706,3,0,4,1,390752,48,Personal,54151.58,22.19,0.601,25077.58,Approved,0
APP_02375,Lori Miller,53,Graduate,Salaried,16,3,Single,388583,9234,3,14571,174120,1461669,729,24,0,3,0,261924,60,Personal,32381.92,45.0,0.674,8576.92,Approved,0
APP_02376,Aaron Cardenas,40,Postgraduate,Salaried,10,3,Single,713838,23404,1,3153,134647,1601154,734,2,1,6,0,635205,60,Vehicle,59486.5,5.3,0.89,32929.5,Approved,0
APP_02377,Suzanne Taylor,30,Graduate,Contract,7,0,Married,529026,17566,0,0,136477,2205077,708,10,0,1,2,633341,36,Home,44085.5,0.0,1.197,26519.5,Approved,0
APP_02378,Stacey Sandoval,40,Diploma,Salaried,17,4,Married,668458,22327,3,25067,122079,1991211,729,12,1,3,0,350619,24,Personal,55704.83,45.0,0.525,8310.83,Rejected,1
APP_02379,Stephanie Smith,58,Postgraduate,Self-Employed,21,3,Married,593390,23137,0,0,289197,807435,772,24,0,4,0,675941,48,Home,49449.17,0.0,1.139,26312.17,Approved,0
APP_02380,Raymond Sutton,44,Diploma,Salaried,1,0,Married,683421,14908,3,24118,208743,1654095,778,7,0,4,0,1065970,24,Home,56951.75,42.35,1.56,17925.75,Approved,0
APP_02381,Michael Webb PhD,51,Postgraduate,Self-Employed,28,3,Married,379609,17386,2,14235,145161,582093,603,11,1,1,4,568962,12,Personal,31634.08,45.0,1.499,13.08,Rejected,1
APP_02382,Cameron Knox,60,Postgraduate,Business Owner,0,4,Married,1024758,33660,2,23313,626100,1381217,733,23,0,3,1,627218,60,Personal,85396.5,27.3,0.612,28423.5,Approved,0
APP_02383,Jack Chang,32,High School,Salaried,2,4,Single,568287,19504,0,0,306154,1316909,587,13,0,7,1,603741,48,Personal,47357.25,0.0,1.062,27853.25,Rejected,0
APP_02384,Anna Hartman,30,Postgraduate,Business Owner,5,0,Single,1181654,45526,1,11651,508440,1087452,735,10,0,3,1,1947499,48,Personal,98471.17,11.83,1.648,41294.17,Approved,0
APP_02385,Jocelyn Diaz,63,Graduate,Salaried,33,2,Married,867407,32720,0,0,110227,3191613,547,16,0,4,4,539088,60,Vehicle,72283.92,0.0,0.621,39563.92,Rejected,1
APP_02386,Harry Palmer,22,Graduate,Self-Employed,2,3,Single,555444,21149,2,20829,95241,1322713,790,3,0,5,0,441760,12,Vehicle,46287.0,45.0,0.795,4309.0,Approved,0
APP_02387,Austin Morris,46,Graduate,Salaried,19,1,Single,407063,15500,4,15264,73824,1295158,850,22,0,5,0,512388,84,Home,33921.92,45.0,1.259,3157.92,Approved,0
APP_02388,Antonio Myers,54,Graduate,Self-Employed,9,2,Single,1346836,59147,2,33060,715178,3741190,700,18,0,2,1,765152,36,Vehicle,112236.33,29.46,0.568,20029.33,Approved,0
APP_02389,Kathy White,48,Postgraduate,Self-Employed,27,4,Married,1250945,54364,2,27000,460613,1666755,764,2,0,3,0,1290616,60,Vehicle,104245.42,25.9,1.032,22881.42,Approved,0
APP_02390,Christine Garza,49,Graduate,Contract,0,0,Married,462274,14735,3,17335,327484,1179196,713,15,0,1,0,558351,36,Vehicle,38522.83,45.0,1.208,6452.83,Approved,1
APP_02391,Denise Paul,33,Postgraduate,Self-Employed,5,3,Married,988325,18178,0,0,154237,4205585,713,1,0,4,2,1092431,120,Medical,82360.42,0.0,1.105,64182.42,Approved,0
APP_02392,Christine Wang,64,Postgraduate,Self-Employed,26,0,Single,740920,18853,4,27784,229576,1666500,675,16,0,8,1,495986,84,Vehicle,61743.33,45.0,0.669,15106.33,Approved,0
APP_02393,James Richardson,64,Postgraduate,Salaried,33,2,Married,734232,21901,1,13845,10000,1755507,499,18,0,4,0,576361,48,Personal,61186.0,22.63,0.785,25440.0,Rejected,1
APP_02394,Holly Compton,21,Postgraduate,Salaried,1,0,Married,542654,13716,0,0,242158,1143712,560,2,1,3,1,607998,60,Personal,45221.17,0.0,1.12,31505.17,Rejected,1
APP_02395,Tim Mcdaniel,24,Graduate,Self-Employed,3,4,Single,1082243,22470,0,0,168715,2318472,746,2,0,2,3,358824,48,Medical,90186.92,0.0,0.332,67716.92,Rejected,0
APP_02396,Paula Murray,53,Graduate,Salaried,5,4,Single,792209,27340,4,29707,120858,575992,811,24,0,5,0,937814,120,Vehicle,66017.42,45.0,1.184,8970.42,Approved,1
APP_02397,Tracy Evans,64,Graduate,Self-Employed,14,1,Married,920717,30007,0,0,387464,3194037,754,20,0,8,0,602770,60,Vehicle,76726.42,0.0,0.655,46719.42,Approved,0
APP_02398,James Anderson,53,Graduate,Salaried,33,3,Married,673675,19958,0,0,235841,792787,579,12,0,8,6,407615,120,Vehicle,56139.58,0.0,0.605,36181.58,Rejected,0
APP_02399,April Williams,61,Graduate,Self-Employed,4,3,Married,442668,13971,2,16600,111699,1102715,604,8,0,4,1,339688,84,Home,36889.0,45.0,0.767,6318.0,Rejected,1
APP_02400,Scott Dalton,29,Graduate,Salaried,9,2,Married,1018731,43818,0,0,415415,3172104,673,2,0,1,2,1288623,84,Personal,84894.25,0.0,1.265,41076.25,Approved,0
APP_02401,James Christensen,48,Graduate,Self-Employed,7,2,Single,1026569,31778,3,27972,274556,558055,665,4,0,1,0,530245,60,Medical,85547.42,32.7,0.517,25797.42,Approved,0
APP_02402,Teresa Cook,21,Postgraduate,Business Owner,1,4,Single,686634,13328,0,0,221583,2679808,777,2,0,3,0,960408,60,Personal,57219.5,0.0,1.399,43891.5,Approved,0
APP_02403,Charles Hendricks,35,Diploma,Salaried,5,1,Married,681301,28054,1,8523,215267,1288772,696,8,0,5,1,304169,84,Home,56775.08,15.01,0.446,20198.08,Approved,0
APP_02404,Lori Williams,51,Graduate,Contract,23,0,Married,486376,19807,0,0,121369,1130048,675,16,0,3,1,665988,84,Personal,40531.33,0.0,1.369,20724.33,Approved,1
APP_02405,Christopher Waller,64,Graduate,Self-Employed,26,3,Single,940216,25136,0,0,178890,1152019,714,11,0,5,1,544781,12,Home,78351.33,0.0,0.579,53215.33,Approved,0
APP_02406,Angela Fuentes,34,Postgraduate,Self-Employed,1,2,Single,1041831,45325,1,14315,222182,2996460,617,16,1,7,5,1664210,12,Medical,86819.25,16.49,1.597,27179.25,Rejected,1
APP_02407,Matthew Hernandez,29,Diploma,Business Owner,1,2,Single,523851,16198,0,0,200879,1637833,634,5,0,7,5,164142,12,Personal,43654.25,0.0,0.313,27456.25,Rejected,1
APP_02408,Jennifer Roberson,40,Graduate,Self-Employed,11,1,Married,180000,7688,2,6750,23522,317324,623,6,1,7,0,240551,12,Education,15000.0,45.0,1.336,562.0,Rejected,1
APP_02409,Mary Barker,44,Graduate,Salaried,22,2,Married,850806,27749,2,29145,385904,2218230,581,2,0,6,2,638024,120,Business,70900.5,41.11,0.75,14006.5,Rejected,1
APP_02410,Rebecca Brock,59,Graduate,Salaried,19,4,Single,728031,27682,1,5296,107409,1749782,706,21,0,1,1,644665,12,Personal,60669.25,8.73,0.885,27691.25,Approved,0
APP_02411,Misty Hall,44,High School,Salaried,12,4,Single,785194,22494,4,29444,226594,2497662,779,5,0,6,0,786126,60,Home,65432.83,45.0,1.001,13494.83,Approved,0
APP_02412,Earl Turner,22,Graduate,Salaried,1,2,Single,756028,14054,1,15980,112564,1141291,693,2,0,7,3,739103,120,Personal,63002.33,25.36,0.978,32968.33,Approved,0
APP_02413,Jennifer Jackson,36,Graduate,Self-Employed,2,1,Single,991574,20187,2,19491,182338,841734,470,10,0,2,4,420894,48,Home,82631.17,23.59,0.424,42953.17,Rejected,1
APP_02414,Olivia Soto,28,High School,Business Owner,4,2,Married,1123090,21684,1,10627,330582,2684926,620,7,1,6,2,1379429,60,Education,93590.83,11.35,1.228,61279.83,Rejected,1
APP_02415,Charles Welch,42,Postgraduate,Salaried,9,2,Married,696284,17923,1,17341,168689,1014506,665,24,0,2,1,808197,60,Personal,58023.67,29.89,1.161,22759.67,Approved,1
APP_02416,Vanessa Riggs,49,Diploma,Salaried,10,0,Married,695109,17342,4,26066,140872,2786604,699,24,0,3,0,269427,84,Personal,57925.75,45.0,0.388,14517.75,Approved,0
APP_02417,Crystal Woods,43,Graduate,Self-Employed,22,4,Single,450035,12363,1,14533,135386,621235,678,8,0,2,1,590022,84,Education,37502.92,38.75,1.311,10606.92,Rejected,0
APP_02418,Sara Rios,63,Graduate,Salaried,10,1,Married,733915,25095,2,20941,264169,2615784,703,7,0,7,0,1230338,48,Vehicle,61159.58,34.24,1.676,15123.58,Approved,0
APP_02419,Sheila Olsen,25,Graduate,Business Owner,1,2,Single,292021,13132,3,10950,73999,783186,645,3,1,3,1,206167,48,Personal,24335.08,45.0,0.706,253.08,Rejected,1
APP_02420,Evelyn Owens,60,Postgraduate,Self-Employed,14,3,Married,733647,26847,4,27511,180044,2779753,667,20,0,2,4,516280,120,Personal,61137.25,45.0,0.704,6779.25,Rejected,1
APP_02421,Heidi Blair,28,High School,Salaried,5,2,Single,630663,25192,3,23649,161403,1161996,650,8,0,3,0,459455,24,Personal,52555.25,45.0,0.729,3714.25,Rejected,0
APP_02422,Kathy Rodriguez,65,Graduate,Salaried,29,2,Single,454579,12867,2,17046,114733,1974639,792,18,0,4,0,677937,24,Business,37881.58,45.0,1.491,7968.58,Approved,0
APP_02423,Angela Haley,57,Graduate,Salaried,18,0,Married,339365,6109,3,12726,12003,832256,661,9,0,2,2,193148,12,Business,28280.42,45.0,0.569,9445.42,Rejected,0
